TransactionID,AccountNumber,TransactionDate,TransactionType,Amount,Description
903976,017-661104,2025/09/13,Deposit,59743.74,Cash Deposit - Branch Counter
900042,013-282502,14/09/2025,Withdrawal,22983.54,ATM Cash Withdrawal
916810,005-709235,03 Oct 2025,Withdrawal,49935.11,POS Purchase - Retail Store
906267,013-720249,2025-09-07,Withdrawal,"35,257.09",Transfer - Salary Credit
907493,013-102901,10/15/2025,Deposit,"EGP 53,838.40",ATM Withdrawal - Branch Terminal
906804,015-774898,12-08-2025,Deposit,23877.49,Service Fee
906093,010-747799,2025-08-06,Deposit,13266.09,
909470,014-152040,07/18/2025,Deposit,8241.28,ATM Cash Withdrawal
910305,003-847768,09/11/2025,Withdrawal,22280.45,ATM Deposit - Cash
900263,015-711856,10/02/2025,Withdrawal,6860.56,Transfer to Savings
908500,008-962892,2025/10/07,Deposit,"40,430.00",POS Purchase - Retail Store
900904,010-989423,2025/10/24,Withdrawal,"EGP 40,565.39",Incoming Transfer
915558,013-519749,2025/05/02,Withdrawal,"31,499.50",Transfer to Account
910825,007-381986,13-11-2025,Withdrawal,"13,253.41",Account Maintenance Fee
905383,005-513108,05/11/2025,Withdrawal,"48,778.21",ATM Deposit - Cash
906742,009-387234,2025-07-14,Deposit,21272.76,Transfer to Account
908548,006-904121,2025/10/06,Deposit,"51,561.14",ATM Balance Transfer
906317,015-381946,28-07-2025,Withdrawal,58353 EGP,Transfer to Savings
908630,011-191030,2025-05-14,Deposit,"2,250.29",ATM Balance Transfer
911886,007-691697,2025/09/27,Deposit,"34,727.72",
914833,017-457331,06/24/2025,Deposit,11825.54,Transfer to Account
914228,006-599548,07-08-2025,Deposit,14639.68,POS Purchase - Retail Store
909264,012-833642,2025/08/07,Withdrawal,2307 EGP,Account Maintenance Fee
917371,016-434085,07-11-2025,Withdrawal,"16,334.08",ATM Withdrawal - Branch Terminal
902479,007-283939,2025-10-04,Withdrawal,"18,625.08",Transfer to Savings
911433,010-653803,2025-05-06,Withdrawal,"18,543.93",Incoming Transfer
915284,013-819872,06/16/2025,Withdrawal,"EGP 51,464.60",Transfer - Salary Credit
900500,013-242665,07/27/2025,Deposit,13575.41,Loan Installment Payment
912360,011-624614,07/05/2025,Withdrawal,8582 EGP,ATM Withdrawal - Branch Terminal
908876,016-814696,15-05-2025,Withdrawal,"28,422.35",ATM Balance Transfer
906969,017-641965,2025/11/15,Deposit,12031 EGP,ATM Balance Transfer
914626,003-905421,2025/08/21,Deposit,"EGP 54,927.78",Account Maintenance Fee
901047,004-261176,2025-11-20,Deposit,38176.41,
903024,015-996234,11/09/2025,Withdrawal,"41,950.26",Service Fee
903692,002-340056,2025-11-03,Deposit,47876 EGP,Loan Installment Payment
906514,014-455104,2025-08-09,Deposit,"EGP 50,194.85",ATM Cash Withdrawal
900822,013-282502,2025/09/25,Deposit,59707.19,ATM Withdrawal - Branch Terminal
903235,012-932086,2025-06-26,Withdrawal,48354.15,
902276,008-286081,03/16/2025,Deposit,441.65,POS Purchase - Retail Store
906464,006-449884,2025/10/29,Withdrawal,29834 EGP,POS Purchase - Retail Store
910677,017-178004,03/12/2025,Withdrawal,"EGP 54,509.16",POS Purchase - Retail Store
911974,015-917181,11 Sep 2025,Withdrawal,"58,169.28",POS Purchase - Retail Store
901783,002-724527,2025/06/24,Deposit,1465497.56,POS Purchase - Supermarket
905558,002-267288,12/01/2025,Deposit,"31,271.35",POS Payment - Online Store
902017,011-788400,05/11/2025,Deposit,55043.87,Transfer - Salary Credit
913252,006-581634,30/11/2025,Deposit,12910 EGP,ATM Withdrawal - Branch Terminal
907107,011-784151,09 Apr 2025,Withdrawal,"EGP 13,387.23",POS Payment - Online Store
903711,003-907284,08/18/2025,Deposit,6400.65,Transfer - Salary Credit
912559,013-812673,17-08-2025,Deposit,41249.60,ATM Deposit - Cash
912485,010-408374,07/18/2025,Withdrawal,31770 EGP,Transfer to Account
911649,005-313637,12 Jun 2025,Deposit,"EGP 58,389.67",ATM Balance Transfer
915186,011-329678,16 Oct 2025,Withdrawal,31929 EGP,ATM Cash Withdrawal
914325,006-233244,2025-08-27,Withdrawal,"17,953.12",
909081,010-165068,2025-03-22,Deposit,"EGP 40,107.51",Transfer to Account
907751,002-404519,11/06/2025,Withdrawal,37842 EGP,ATM Deposit - Cash
904915,010-832753,07-03-2025,Withdrawal,"EGP 8,660.34",
908845,008-286572,2025-05-02,Deposit,51800 EGP,ATM Balance Transfer
911219,012-125521,2025/08/12,Withdrawal,18710.55,ATM Cash Withdrawal
912852,017-927054,10/27/2025,Withdrawal,"EGP 1,976,085.46",Incoming Transfer
912337,014-530186,24/08/2025,Withdrawal,46679 EGP,Cheque Deposit
910812,001-243322,2025-08-28,Withdrawal,10442.46,Incoming Transfer
902488,006-213534,06/03/2025,Deposit,59757.34,Cheque Deposit
912027,007-377614,07/25/2025,Withdrawal,43759 EGP,Transfer - Salary Credit
910985,013-311171,2025/11/02,Deposit,"59,783.57",Incoming Transfer
908456,014-314472,2025-09-19,Withdrawal,"EGP 39,630.95",ATM Withdrawal - Branch Terminal
903430,011-673585,2025/11/13,Withdrawal,1709440 EGP,Account Maintenance Fee
912745,012-331503,2025/11/08,Withdrawal,37470.80,Cheque Deposit
904225,014-658425,12-08-2025,Withdrawal,52148.61,Transfer to Account
913238,009-208523,11/16/2025,Withdrawal,"EGP 11,036.01",ATM Cash Withdrawal
905603,015-298425,2025/11/08,Deposit,38909.19,POS Payment - Online Store
917629,009-640666,05/08/2025,Deposit,7269.82,Incoming Transfer
911080,010-511603,24-04-2025,Deposit,43624.44,ATM Cash Withdrawal
904516,001-183240,24/11/2025,Withdrawal,"EGP 14,389.69",Transfer - Salary Credit
910278,012-822002,2025-08-28,Withdrawal,15049.13,Account Maintenance Fee
904773,009-935264,13 Jul 2025,Deposit,"27,157.80",Cash Deposit - Branch Counter
909709,002-917141,11 Aug 2025,Withdrawal,"EGP 19,182.02",Service Fee
912633,010-662915,19-03-2025,Deposit,12225.31,
902702,001-825330,14 Jul 2025,Deposit,"12,605.00",Loan Installment Payment
910888,013-803451,2025/07/28,Deposit,"EGP 20,899.17",ATM Balance Transfer
913321,003-377634,2025/07/22,Withdrawal,34856.77,
917985,014-351540,2025-06-25,Deposit,"EGP 52,071.94",POS Purchase - Retail Store
913239,004-823592,31/08/2025,Deposit,24661.24,POS Payment - Online Store
906038,003-419895,2025-10-01,Deposit,"EGP 53,756.98",Cheque Deposit
907845,012-447457,28-11-2025,Deposit,7514.15,Incoming Transfer
909021,008-792940,09 Nov 2025,Withdrawal,"15,578.38",Transfer - Salary Credit
904103,015-460287,15 Jul 2025,Deposit,"34,837.28",Transfer - Salary Credit
908760,007-412709,03 Jul 2025,Deposit,"EGP 51,119.97",ATM Withdrawal - Branch Terminal
903730,009-915865,2025-11-27,Deposit,22651.80,Transfer to Savings
900177,010-340403,30 Mar 2025,Withdrawal,"3,817.67",Transfer to Account
908537,007-995742,06/22/2025,Deposit,18511.12,ATM Balance Transfer
912393,006-605461,2025-08-24,Deposit,"4,176.52",ATM Balance Transfer
900747,008-212539,08/07/2025,Withdrawal,"EGP 5,388.01",Cash Deposit - Branch Counter
905963,013-972205,2025-10-23,Deposit,56579 EGP,Transfer to Savings
916872,009-560981,07/11/2025,Deposit,"43,629.61",
912927,001-706314,17 Aug 2025,Deposit,30786 EGP,POS Payment - Online Store
914416,014-568328,24 Jul 2025,Withdrawal,"EGP 50,471.38",POS Purchase - Supermarket
912587,017-430945,10/11/2025,Deposit,49737.86,Transfer to Savings
907638,014-268906,17 Aug 2025,Withdrawal,"40,415.50",ATM Cash Withdrawal
903171,001-663332,17 Mar 2025,Deposit,"7,947.98",Incoming Transfer
904700,004-152754,10/06/2025,Withdrawal,4831.23,POS Purchase - Supermarket
911953,010-869445,16 Jun 2025,Deposit,45059 EGP,POS Payment - Online Store
911585,002-917141,10-09-2025,Deposit,"39,026.04",POS Purchase - Retail Store
911060,005-690349,15 Aug 2025,Deposit,"EGP 19,860.79",Transfer to Account
909133,014-200478,2025/11/20,Deposit,"EGP 40,094.04",POS Purchase - Retail Store
914969,011-180662,25/09/2025,Withdrawal,35820.32,
900321,014-632624,09/03/2025,Withdrawal,42968.53,Transfer to Savings
901204,013-905680,07/23/2025,Withdrawal,"28,262.13",
916888,002-677642,13-02-2025,Deposit,44653.35,ATM Balance Transfer
910416,015-155340,22/08/2025,Withdrawal,6763.07,ATM Deposit - Cash
914922,004-167406,08/12/2025,Withdrawal,1980336 EGP,Cash Deposit - Branch Counter
908783,001-692376,07/17/2025,Withdrawal,23999 EGP,Transfer to Account
911922,002-208748,06/12/2025,Withdrawal,"9,909.37",Transfer to Account
913909,003-608614,10/05/2025,Deposit,"EGP 3,161.08",Account Maintenance Fee
917187,002-620706,13-08-2025,Deposit,"18,283.85",ATM Withdrawal - Branch Terminal
909307,010-408374,2025/06/15,Deposit,46533.34,POS Purchase - Retail Store
909010,016-569916,10-06-2025,Deposit,35913.61,ATM Deposit - Cash
901605,006-856802,2025/08/21,Withdrawal,515726.25,Incoming Transfer
909735,015-168977,2025/06/16,Deposit,7940.16,Transfer to Savings
916336,016-830792,2025-06-04,Deposit,33711.28,POS Payment - Online Store
907895,005-815044,2025-09-29,Deposit,18229.76,
914477,001-243322,26-09-2025,Withdrawal,"EGP 24,008.39",Transfer - Salary Credit
917549,017-459280,2025/08/13,Withdrawal,"22,864.80",Transfer to Account
902636,006-802306,2025/06/02,Withdrawal,33621.88,POS Purchase - Supermarket
910401,005-739719,2025/11/06,Deposit,"EGP 1,568,350.70",
916915,009-803546,06/21/2025,Withdrawal,49145.83,POS Payment - Online Store
901726,013-527209,07/06/2025,Withdrawal,14527.73,Transfer to Savings
910804,003-693504,13 Oct 2025,Withdrawal,31484.46,ATM Deposit - Cash
909513,013-523636,30/09/2025,Deposit,"57,360.36",Cash Deposit - Branch Counter
915671,001-599295,2025/09/12,Deposit,18199.25,Transfer to Savings
901988,013-212478,24-10-2025,Deposit,"44,583.23",POS Payment - Online Store
915118,004-480215,06/25/2025,Withdrawal,40494 EGP,Incoming Transfer
914346,005-495821,28 Oct 2025,Deposit,"27,441.37",ATM Balance Transfer
904149,007-921097,27-02-2025,Deposit,59087.76,POS Purchase - Supermarket
915603,002-475310,2025/08/15,Deposit,8597 EGP,ATM Withdrawal - Branch Terminal
900768,013-691990,17 Sep 2025,Withdrawal,"EGP 56,875.85",ATM Balance Transfer
917969,003-304268,2025/07/10,Withdrawal,"27,675.80",Loan Installment Payment
917793,007-847324,2025/06/11,Deposit,31817.99,Transfer - Salary Credit
903953,002-770120,07/08/2025,Withdrawal,19033 EGP,ATM Deposit - Cash
908030,008-212539,12 Nov 2025,Withdrawal,"27,952.93",POS Payment - Online Store
906763,014-183551,2025/09/22,Withdrawal,28748.80,ATM Withdrawal - Branch Terminal
909895,012-447123,05-08-2025,Withdrawal,37806.89,ATM Cash Withdrawal
902388,008-558565,08 Oct 2025,Deposit,25016.34,Transfer - Salary Credit
903348,014-796425,16/03/2025,Deposit,1189 EGP,Transfer to Account
902932,007-773805,13 May 2025,Deposit,22553 EGP,POS Purchase - Supermarket
910866,017-730789,04/19/2025,Withdrawal,"46,193.45",Transfer to Savings
913622,004-992547,24/09/2025,Deposit,30375.34,ATM Withdrawal - Branch Terminal
917742,002-720246,10/11/2025,Deposit,11781 EGP,Transfer to Account
905361,006-389181,09/05/2025,Withdrawal,11042.52,POS Payment - Online Store
907188,008-941981,29 May 2025,Withdrawal,"10,862.22",Incoming Transfer
912470,013-159367,23 Apr 2025,Withdrawal,51033.59,ATM Withdrawal - Branch Terminal
904194,002-212889,07/08/2025,Withdrawal,22795 EGP,ATM Deposit - Cash
916315,013-574257,2025/04/26,Withdrawal,"52,278.52",Cash Deposit - Branch Counter
903702,011-287808,05 Jun 2025,Deposit,"6,029.21",ATM Withdrawal - Branch Terminal
905536,014-994993,15 Sep 2025,Withdrawal,26952.18,POS Purchase - Supermarket
916991,003-135832,09/08/2025,Deposit,"EGP 51,604.16",ATM Deposit - Cash
913094,001-670319,2025/10/25,Withdrawal,24575 EGP,Transfer to Savings
917190,009-663736,02-09-2025,Deposit,"EGP 27,481.22",POS Purchase - Retail Store
902759,010-734554,30-09-2025,Withdrawal,56069.28,POS Purchase - Supermarket
916841,006-322535,2025-04-04,Deposit,"58,645.12",Cash Deposit - Branch Counter
904152,008-839047,27-06-2025,Withdrawal,"14,253.35",ATM Balance Transfer
905744,001-243322,27 Aug 2025,Deposit,10120.08,ATM Deposit - Cash
906704,009-450404,2025/03/26,Deposit,"EGP 20,571.17",Incoming Transfer
908960,003-490554,04/12/2025,Deposit,42673 EGP,POS Purchase - Retail Store
903403,013-480911,07-07-2025,Deposit,"9,554.59",Transfer to Account
905937,014-984925,07-10-2025,Deposit,"58,963.73",POS Payment - Online Store
914154,012-331503,25/07/2025,Withdrawal,9529 EGP,Incoming Transfer
,,,,,
907989,004-955397,2025-05-01,Deposit,12507.29,POS Purchase - Retail Store
912068,010-374409,16 Oct 2025,Withdrawal,796.96,
917822,004-462250,02/11/2025,Deposit,46288 EGP,Service Fee
911449,010-283699,04/09/2025,Deposit,55152.49,ATM Balance Transfer
905802,005-803000,04/12/2025,Withdrawal,47122.70,ATM Cash Withdrawal
905525,006-243647,10/26/2025,Withdrawal,"19,798.61",Incoming Transfer
900143,013-715699,31-07-2025,Deposit,329.52,POS Purchase - Supermarket
900179,014-499852,2025-08-28,Withdrawal,"EGP 27,936.69",ATM Cash Withdrawal
904441,008-241923,2025/09/07,Withdrawal,22390.97,ATM Cash Withdrawal
914519,003-204136,07/17/2025,Deposit,41601.15,ATM Withdrawal - Branch Terminal
914068,006-776559,2025-05-13,Deposit,39812 EGP,POS Payment - Online Store
912261,010-183910,15/10/2025,Withdrawal,"EGP 15,159.60",Transfer - Salary Credit
908915,003-451334,30 Jul 2025,Deposit,"29,935.73",
902262,001-464882,29-09-2025,Withdrawal,19914.6,ATM Withdrawal - Branch Terminal
916798,013-508368,22/07/2025,Withdrawal,"35,644.64",Incoming Transfer
901005,010-271965,23-05-2025,Deposit,"13,460.06",Transfer - Salary Credit
906594,002-397480,01-09-2025,Deposit,24607 EGP,POS Purchase - Supermarket
914524,011-861305,09-05-2025,Deposit,43344 EGP,Service Fee
915370,007-372172,08-04-2025,Withdrawal,9182 EGP,Incoming Transfer
915531,008-784978,2025/08/02,Deposit,"14,148.83",ATM Withdrawal - Branch Terminal
906158,014-477331,2025-08-13,Withdrawal,15581.4,ATM Cash Withdrawal
911855,017-906682,12/05/2025,Deposit,11268 EGP,Cash Deposit - Branch Counter
908778,014-772526,03/13/2025,Deposit,8735.39,Service Fee
900669,015-630841,21 Sep 2025,Deposit,"40,232.72",Loan Installment Payment
905999,016-434085,16-07-2025,Withdrawal,"13,187.18",Transfer - Salary Credit
917393,011-687142,07/21/2025,Deposit,"EGP 29,336.94",POS Payment - Online Store
916776,003-783177,13-08-2025,Deposit,45970.09,ATM Withdrawal - Branch Terminal
,,,,,
911369,005-490055,2025-06-17,Deposit,"EGP 38,041.07",
913535,001-834555,09/08/2025,Withdrawal,45673.62,Transfer to Account
901813,012-475366,05/01/2025,Withdrawal,EGP 879.21,Service Fee
902883,008-291200,2025/06/29,Withdrawal,31994.74,Transfer to Savings
915268,009-708780,05/19/2025,Deposit,19429.38,ATM Deposit - Cash
916536,015-774898,11/10/2025,Withdrawal,"54,926.84",ATM Deposit - Cash
906553,002-789412,2025-09-18,Deposit,49180.26,Incoming Transfer
909041,004-435901,08-05-2025,Deposit,"EGP 12,502.84",ATM Withdrawal - Branch Terminal
914292,001-101659,17/08/2025,Deposit,42105.61,POS Payment - Online Store
916759,014-345683,2025/09/25,Deposit,20251.2,
902958,014-524642,2025-08-17,Deposit,8278.10,POS Purchase - Supermarket
914183,004-591726,2025/04/13,Withdrawal,9021.51,Transfer to Savings
900187,007-668521,29 Jul 2025,Deposit,48904.33,Account Maintenance Fee
911611,007-814287,02-11-2025,Deposit,"22,056.42",Loan Installment Payment
907054,006-771240,2025-09-24,Deposit,"42,209.79",ATM Deposit - Cash
909195,008-126530,17 Jul 2025,Deposit,54128.97,POS Purchase - Supermarket
904122,012-864320,17 Jun 2025,Deposit,"59,547.32",ATM Cash Withdrawal
901194,007-297292,20 Aug 2025,Deposit,27176 EGP,POS Payment - Online Store
913888,008-962892,2025-06-12,Deposit,"EGP 18,986.85",Transfer to Savings
915642,003-814614,2025/08/24,Deposit,52078 EGP,
914244,014-112861,19/08/2025,Deposit,18924.9,ATM Withdrawal - Branch Terminal
904359,007-761604,2025/06/08,Deposit,"16,029.01",ATM Balance Transfer
904828,013-946854,2025/05/14,Withdrawal,"EGP 55,207.16",ATM Cash Withdrawal
915377,001-857088,22-10-2025,Deposit,6127 EGP,Cheque Deposit
917874,012-424503,10/09/2025,Deposit,22889.44,Transfer - Salary Credit
913631,009-499866,2025-06-26,Withdrawal,"25,205.25",Transfer to Account
907430,008-313084,05/10/2025,Withdrawal,19348.04,Cheque Deposit
908509,005-542741,2025-11-26,Deposit,42183.41,ATM Withdrawal - Branch Terminal
910420,003-946268,2025-07-31,Deposit,8072.81,ATM Deposit - Cash
910753,001-854611,2025-06-10,Deposit,"51,450.58",POS Purchase - Retail Store
907977,004-614764,2025/11/11,Deposit,"30,857.72",
910066,011-624614,06/10/2025,Withdrawal,"33,850.68",
905529,001-251584,01-10-2025,Withdrawal,9768.71,ATM Withdrawal - Branch Terminal
917577,017-204385,20-08-2025,Withdrawal,14845.68,Incoming Transfer
911347,012-810544,2025/05/06,Deposit,51574.13,Incoming Transfer
910959,006-757786,11-09-2025,Withdrawal,18999.16,Transfer to Savings
901904,005-134792,07/21/2025,Deposit,"32,710.38",Incoming Transfer
907837,011-487742,21-04-2025,Deposit,"19,345.31",Account Maintenance Fee
902044,016-837118,2025-03-05,Withdrawal,3886 EGP,Transfer to Account
914275,012-189225,2025-08-12,Deposit,36374.83,ATM Balance Transfer
908380,011-755464,05/10/2025,Deposit,"EGP 47,278.58",POS Purchase - Supermarket
909488,005-173453,30/10/2025,Deposit,"EGP 1,601.36",ATM Deposit - Cash
916768,009-208523,21-06-2025,Withdrawal,"EGP 58,049.91",POS Purchase - Retail Store
916493,008-364355,2025/06/05,Withdrawal,45426 EGP,ATM Deposit - Cash
900571,012-640415,10/20/2025,Deposit,49399.83,ATM Deposit - Cash
900141,002-394260,11/08/2025,Withdrawal,1175 EGP,Cheque Deposit
903824,013-665017,06/06/2025,Withdrawal,"37,507.02",Incoming Transfer
906295,006-282941,2025-09-28,Deposit,43143.31,Transfer - Salary Credit
904408,006-517546,22-10-2025,Deposit,30285.14,ATM Balance Transfer
904618,008-313084,2025-09-10,Withdrawal,"8,712.58",POS Purchase - Retail Store
915516,008-187567,07 Oct 2025,Deposit,3160.70,POS Purchase - Supermarket
914377,009-311744,10-04-2025,Deposit,"EGP 32,027.06",Service Fee
911357,006-678735,10 Nov 2025,Withdrawal,11818.25,ATM Withdrawal - Branch Terminal
909373,014-653619,03/20/2025,Withdrawal,"21,504.22",Transfer to Savings
903350,012-647406,04-03-2025,Deposit,"27,432.52",Transfer to Savings
907972,012-218479,2025/03/18,Deposit,9495.37,ATM Deposit - Cash
912422,003-767153,17 Nov 2025,Withdrawal,"1,070,812.46",Cash Deposit - Branch Counter
913382,011-779453,2025-09-09,Withdrawal,"43,359.92",ATM Deposit - Cash
913605,015-889507,2025-04-28,Deposit,32372.18,Transfer to Account
905437,009-384283,08/03/2025,Deposit,"EGP 9,142.81",Transfer to Account
903347,005-981854,2025-06-10,Withdrawal,"59,924.73",ATM Cash Withdrawal
916924,014-877498,06/30/2025,Withdrawal,53771.65,ATM Deposit - Cash
907117,003-608614,06/12/2025,Withdrawal,48156 EGP,ATM Withdrawal - Branch Terminal
914917,011-928034,02 Aug 2025,Deposit,30986 EGP,Transfer to Savings
902199,011-791694,2025/09/24,Withdrawal,7966.71,ATM Cash Withdrawal
908227,007-629740,2025/09/22,Withdrawal,"EGP 4,156.15",Transfer to Account
912447,004-915200,13-11-2025,Withdrawal,"EGP 46,034.72",ATM Cash Withdrawal
,,,,,
908882,010-636202,03 Nov 2025,Deposit,"EGP 51,383.23",POS Purchase - Retail Store
901828,010-929747,29-09-2025,Deposit,45854 EGP,POS Purchase - Supermarket
915393,003-507112,12/23/2025,Deposit,"EGP 6,461.82",ATM Deposit - Cash
905493,004-904132,2025/01/10,Deposit,42801.99,POS Purchase - Supermarket
907332,010-662685,03/26/2025,Deposit,16023.65,Incoming Transfer
908936,017-927054,14-08-2025,Withdrawal,6858.54,ATM Balance Transfer
913581,013-438145,10-03-2025,Deposit,46463.56,Service Fee
901837,012-855142,04/08/2025,Deposit,"51,015.11",Transfer - Salary Credit
911919,004-352559,2025-09-26,Withdrawal,5795.21,POS Payment - Online Store
915174,002-462360,2025/05/11,Deposit,19361.34,ATM Deposit - Cash
904116,003-147229,02-10-2025,Withdrawal,39880.67,ATM Deposit - Cash
908176,017-294877,2025/08/10,Withdrawal,"58,934.52",POS Purchase - Retail Store
908683,004-522174,05/27/2025,Deposit,"28,311.84",Transfer to Savings
912170,009-389217,2025/09/09,Deposit,45862.96,POS Purchase - Retail Store
917253,005-810827,06/21/2025,Deposit,"36,191.88",POS Purchase - Supermarket
900633,010-209167,2025-12-21,Deposit,39410.36,
914988,005-121102,19-09-2025,Withdrawal,"EGP 47,079.58",ATM Cash Withdrawal
912779,013-138796,2025/07/01,Deposit,763050 EGP,Loan Installment Payment
905788,006-706390,30-09-2025,Deposit,16099.16,POS Purchase - Retail Store
905072,005-973362,2025/04/29,Deposit,"EGP 41,867.58",Incoming Transfer
902766,015-580066,2025-08-24,Deposit,"35,280.09",Incoming Transfer
903967,003-818379,24-07-2025,Withdrawal,49475.42,Transfer to Savings
910567,008-947364,2025/03/25,Withdrawal,27933 EGP,Cash Deposit - Branch Counter
908153,008-984497,27/04/2025,Withdrawal,4739.29,Cheque Deposit
913790,011-671730,25 Mar 2025,Deposit,41442 EGP,Transfer to Savings
903115,003-514127,10-09-2025,Deposit,17377.13,ATM Withdrawal - Branch Terminal
916830,011-947108,2025/09/21,Deposit,"EGP 47,441.98",Incoming Transfer
902562,001-122855,06/05/2025,Deposit,"EGP 43,951.65",Account Maintenance Fee
905224,005-794406,06/11/2025,Withdrawal,13407.27,
913203,008-286572,2025/10/05,Withdrawal,"45,625.61",ATM Withdrawal - Branch Terminal
913107,005-748164,2025-09-29,Deposit,41730.43,Transfer to Account
908813,001-991282,13/07/2025,Deposit,31629.08,ATM Cash Withdrawal
902631,017-510097,20 Mar 2025,Withdrawal,54819.51,ATM Balance Transfer
914299,007-808045,13/08/2025,Withdrawal,"48,743.45",ATM Withdrawal - Branch Terminal
911245,008-871615,2025/06/08,Deposit,"EGP 48,353.20",Transfer to Savings
914405,006-601427,04/21/2025,Deposit,"49,485.08",ATM Cash Withdrawal
906154,015-970082,06-05-2025,Withdrawal,2739.24,POS Purchase - Retail Store
901651,003-134986,20-05-2025,Withdrawal,35977.71,ATM Cash Withdrawal
909671,006-469923,2025/09/22,Withdrawal,20655.64,ATM Withdrawal - Branch Terminal
901419,002-658181,30/09/2025,Deposit,5016 EGP,Transfer to Savings
911141,011-605864,06/11/2025,Deposit,22191.53,
908488,001-853373,06/15/2025,Withdrawal,14530.84,
912790,016-843976,15/06/2025,Withdrawal,"41,402.27",POS Payment - Online Store
900643,002-917141,2025/10/07,Deposit,"37,244.87",
915460,008-286572,28-01-2025,Withdrawal,"29,760.97",Loan Installment Payment
913031,003-125329,07/16/2025,Deposit,"39,055.70",POS Purchase - Retail Store
904809,003-251173,08 Oct 2025,Deposit,"45,376.08",Cash Deposit - Branch Counter
906168,010-238093,07-07-2025,Deposit,8005 EGP,ATM Cash Withdrawal
906347,003-219751,04/11/2025,Withdrawal,21778.62,ATM Withdrawal - Branch Terminal
914679,008-197416,2025-06-12,Deposit,"1,922.96",Transfer to Account
907989,004-955397,2025-05-01,Deposit,12507.29,POS Purchase - Retail Store
907367,015-261617,11/12/2025,Deposit,7173.94,Transfer to Account
904966,008-290233,06/18/2025,Withdrawal,24317 EGP,ATM Withdrawal - Branch Terminal
900464,009-340390,2025/10/13,Deposit,"17,661.55",ATM Cash Withdrawal
903651,004-298467,2025/11/10,Deposit,54034.94,Transfer - Salary Credit
901880,001-148417,07/08/2025,Deposit,"37,131.17",
915308,011-329678,2025/09/10,Withdrawal,"EGP 41,268.52",POS Purchase - Retail Store
901080,002-632152,21-07-2025,Withdrawal,52816.2,POS Purchase - Retail Store
912667,005-787884,2025/03/06,Deposit,"EGP 43,123.23",Incoming Transfer
913398,006-351076,30/08/2025,Withdrawal,"41,574.98",POS Payment - Online Store
906902,014-818948,2025-05-27,Withdrawal,20792.68,Cash Deposit - Branch Counter
917987,007-716609,29/08/2025,Withdrawal,"1,250.92",POS Payment - Online Store
904509,006-596344,10-08-2025,Deposit,"43,251.62",POS Purchase - Retail Store
916496,006-991643,21/07/2025,Deposit,45660 EGP,
917157,004-836364,25-06-2025,Withdrawal,11256.15,ATM Balance Transfer
905455,007-327990,06 Aug 2025,Withdrawal,59556.93,Transfer to Account
903303,009-662550,2025-05-14,Withdrawal,15162 EGP,POS Payment - Online Store
915087,014-351540,01/07/2025,Deposit,12419 EGP,Transfer - Salary Credit
916537,016-918068,14/08/2025,Withdrawal,14827.23,ATM Withdrawal - Branch Terminal
917018,007-227424,03/06/2025,Withdrawal,"1,921.71",Incoming Transfer
908181,005-843439,2025/09/18,Withdrawal,9511.78,POS Payment - Online Store
917368,005-135512,2025/11/19,Withdrawal,37156.9,Transfer - Salary Credit
911263,015-692694,09/09/2025,Withdrawal,33074.61,POS Purchase - Retail Store
901148,005-731159,10/04/2025,Deposit,4606.31,ATM Balance Transfer
905394,013-858961,2025/08/27,Withdrawal,53777 EGP,Transfer to Savings
903573,008-258303,2025/07/23,Withdrawal,12407.43,ATM Withdrawal - Branch Terminal
900338,015-393069,2025-09-24,Deposit,"EGP 7,273.39",Incoming Transfer
912603,012-929663,02-09-2025,Deposit,"EGP 10,943.38",ATM Cash Withdrawal
901698,003-837799,2025/08/12,Deposit,52000.49,Transfer - Salary Credit
901220,010-913314,2025-10-12,Deposit,19511 EGP,ATM Deposit - Cash
914336,012-946154,10/12/2025,Withdrawal,6808.92,Transfer - Salary Credit
906982,005-204347,2025/08/02,Deposit,18860.66,POS Purchase - Supermarket
915901,003-992520,20/03/2025,Withdrawal,9963.76,
914960,015-629645,11/07/2025,Deposit,"43,002.35",Service Fee
910643,012-824859,2025/09/30,Deposit,49677.69,ATM Balance Transfer
911090,005-652496,28 May 2025,Deposit,48778 EGP,ATM Cash Withdrawal
914984,010-666982,2025-11-25,Withdrawal,11762.34,POS Payment - Online Store
900907,013-229651,2025-08-21,Withdrawal,25899.43,ATM Balance Transfer
906142,013-935401,2025/10/11,Withdrawal,54569.59,POS Payment - Online Store
903224,002-370089,2025/06/04,Deposit,44797.9,POS Purchase - Retail Store
905216,004-591726,13/08/2025,Withdrawal,"55,737.86",POS Purchase - Retail Store
915272,013-847775,09/11/2025,Withdrawal,5861.95,POS Purchase - Supermarket
902922,011-476081,01 Oct 2025,Withdrawal,"22,233.95",Transfer - Salary Credit
915188,014-772189,04 Sep 2025,Withdrawal,30438 EGP,ATM Withdrawal - Branch Terminal
907574,011-263898,2025/11/27,Withdrawal,"38,805.35",Transfer to Savings
910069,012-750834,2025-05-17,Withdrawal,24797.47,ATM Withdrawal - Branch Terminal
900886,002-862431,2025-09-07,Withdrawal,33110.94,Account Maintenance Fee
910558,017-498978,2025/03/19,Withdrawal,"25,338.04",ATM Withdrawal - Branch Terminal
911532,011-885551,2025/07/24,Deposit,4267.78,ATM Cash Withdrawal
